Symbol,Stock Price,Market Cap,Company Name,Analysts,PT Upside (%),Rev. Growth,Rev. Growth 5Y,Rev. Growth 3Y,Rev Gr. Next Y,Z-Score,ROA,ROA (5Y),ROIC,ROIC (5Y),Oper. Margin
PVH,77.6,4319361648,PVH Corp.,16,55.93%,-4.83%,-2.18%,-0.17%,0.87%,2.30,6.40%,1.88%,7.58%,2.46%,9.02%
VRRM,26.175,4311272640,Verra Mobility Corporation,3,4.55%,9.64%,15.03%,21.80%,6.18%,2.91,5.60%,2.38%,9.71%,1.64%,23.34%
TDS,37.85,3968640000,"Telephone and Data Systems, Inc.",2,20.15%,-3.25%,-0.53%,-1.89%,-1.95%,0.84,-4.40%,,-4.85%,0.55%,-9.83%
ESE,166.82,4265937348,ESCO Technologies Inc.,2,-11.16%,8.94%,7.52%,13.09%,11.19%,6.54,6.10%,5.52%,8.79%,6.42%,14.71%
AVT,49.69,4307929080,"Avnet, Inc.",5,-2.58%,-12.21%,3.93%,1.36%,6.34%,3.43,2.60%,3.90%,7.37%,7.65%,2.90%
BKH,60.02,4297254928,Black Hills Corporation,4,1.71%,-16.15%,3.83%,4.25%,-0.53%,0.98,2.60%,2.78%,5.46%,5.69%,22.44%
SWTX,57.695,4198368416,"SpringWorks Therapeutics, Inc.",6,23.23%,,,57.02%,83.02%,29.99,-42.20%,-36.68%,-54.73%,-34.32%,-217.92%
BRZE,41.45,4386725208,"Braze, Inc.",20,30.97%,28.31%,,38.88%,16.94%,6.57,-13.90%,,-24.16%,-0.85%,-23.56%
SR,72.7624,4212566760,Spire Inc.,8,-1.69%,-3.96%,5.50%,3.22%,4.87%,0.71,2.10%,2.02%,4.92%,4.62%,19.87%
CNS,83.91,4358587938,"Cohen & Steers, Inc.",3,9.56%,0.21%,4.70%,-2.78%,6.66%,,18.50%,30.36%,19.08%,43.46%,32.49%
KMPR,66.22,4296812595,Kemper Corporation,4,22.10%,-6.18%,-1.64%,-6.74%,9.49%,,2.50%,0.10%,12.89%,0.79%,9.60%
PBH,85.29,4258269288,Prestige Consumer Healthcare Inc.,3,9.39%,-1.41%,3.25%,1.87%,2.22%,3.05,6.40%,3.70%,9.05%,6.52%,29.56%
KAI,359.405,4279400055,Kadant Inc.,2,-1.13%,8.72%,8.56%,11.98%,3.57%,6.18,8.30%,8.02%,10.76%,11.19%,16.76%
BC,63.93,4343674056,Brunswick Corporation,13,28.03%,-17.79%,5.57%,-0.80%,5.78%,2.92,4.30%,7.40%,7.67%,16.03%,8.74%
CRC,46.16,4316460520,California Resources Corporation,13,43.74%,10.52%,-0.36%,,12.66%,1.84,10.90%,9.96%,12.79%,21.28%,27.17%
BHVN,41.68,4300729122,Biohaven Ltd.,14,50.88%,,,,154.39%,,-158.90%,,-248.71%,,
KRYS,146.49,4311774160,"Krystal Biotech, Inc.",7,41.37%,2722.79%,,,57.47%,27.69,5.90%,-11.60%,2.80%,-14.47%,11.37%
AI,32.495,4015568700,"C3.ai, Inc.",13,12.66%,21.73%,30.49%,17.79%,22.69%,11.61,-26.10%,-19.66%,-36.41%,-10.81%,-90.24%
GBDC,15.775,4165679310,"Golub Capital BDC, Inc.",4,3.64%,23.71%,29.85%,34.66%,-5.35%,,3.90%,3.86%,7.25%,5.82%,82.78%
ST,27.915,4193830640,Sensata Technologies Holding plc,13,41.79%,-1.44%,3.08%,1.94%,-4.74%,1.74,-1.00%,,-2.05%,5.20%,-3.13%
CVCO,521,4253299888,"Cavco Industries, Inc.",2,-6.96%,4.11%,12.97%,10.51%,8.80%,11.35,12.20%,13.50%,13.89%,15.95%,9.82%
DOCN,45.22,4145071754,"DigitalOcean Holdings, Inc.",13,-5.88%,12.08%,30.08%,24.04%,13.04%,2.17,5.50%,,4.91%,-7.00%,9.18%
EEFT,94.91,4210404544,"Euronet Worldwide, Inc.",7,34.11%,8.46%,7.59%,10.50%,7.30%,2.01,5.50%,3.88%,8.86%,6.73%,12.25%
GLNG,39.92,4219278450,Golar LNG Limited,5,21.98%,11.46%,17.58%,9.80%,60.26%,1.80,-1.10%,2.86%,-1.86%,-62.19%,5.29%
KRC,34.935,4228443540,Kilroy Realty Corporation,10,18.12%,-2.34%,6.71%,6.59%,0.18%,,1.70%,2.86%,3.06%,2.97%,28.77%
COMP,7.495,4007816400,"Compass, Inc.",7,-0.67%,9.18%,43.30%,-3.99%,15.04%,3.96,-16.70%,,-21.06%,31.76%,-3.69%
CNO,40.85,4196993985,"CNO Financial Group, Inc.",6,-0.92%,14.50%,3.96%,3.13%,2.73%,,0.80%,1.28%,6.76%,7.82%,13.49%
SGHC,8.275,4116748510,Super Group (SGHC) Limited,4,20.77%,10.78%,,1.37%,8.76%,8.21,0.40%,16.16%,0.28%,8.00%,1.19%
AEIS,109.92,4195276416,"Advanced Energy Industries, Inc.",8,13.81%,-15.47%,19.47%,0.97%,11.81%,4.42,1.70%,7.50%,1.49%,8.86%,1.11%
HGV,41.88,4057730320,Hilton Grand Vacations Inc.,9,8.20%,19.36%,18.57%,40.26%,5.47%,,0.90%,2.52%,2.80%,3.70%,10.03%
ELF,73.03,4339308284,"e.l.f. Beauty, Inc.",16,68.72%,46.27%,36.55%,50.80%,16.58%,6.61,8.10%,6.96%,10.67%,8.70%,10.04%
KC,17.865,4556849273,Kingsoft Cloud Holdings Limited,7,-68.30%,-2.42%,,-4.39%,12.29%,0.48,-12.80%,-13.64%,-26.58%,-9.63%,-27.42%
GOLF,67.6325,4143109606,Acushnet Holdings Corp.,4,3.75%,0.35%,7.92%,4.13%,3.10%,3.72,8.30%,7.70%,14.15%,12.41%,11.67%
M,14.76,4052097420,"Macy's, Inc.",9,20.26%,-2.91%,-1.08%,1.17%,-2.92%,,1.00%,-0.72%,2.53%,-3.38%,1.43%
GBTG,8.705,4131007560,"Global Business Travel Group, Inc.",4,13.76%,4.98%,,27.71%,6.24%,1.17,-4.50%,,,1534920.74%,3.70%
MUR,27.98,4190069390,Murphy Oil Corporation,13,29.57%,-10.84%,3.50%,19.20%,9.95%,2.08,4.80%,2.78%,8.12%,3.64%,22.50%
FROG,36.545,4010689850,JFrog Ltd.,18,1.07%,24.45%,,29.16%,17.11%,7.52,-5.60%,-5.96%,-10.50%,-3.34%,-19.79%
GSHD,109.83,4124825689,"Goosehead Insurance, Inc",12,-11.82%,10.93%,29.32%,24.85%,24.98%,7.99,5.40%,4.22%,16.11%,14.33%,14.10%
ASB,24.855,4123821300,Associated Banc-Corp,9,9.05%,-19.32%,-3.66%,-3.71%,5.85%,,0.40%,0.80%,2.46%,4.47%,17.29%
IBOC,65.435,4173807880,International Bancshares Corporation,,,0.95%,6.87%,11.58%,,,2.60%,1.84%,11.20%,8.85%,63.90%
BCO,93.2,4057898246,The Brink's Company,3,29.26%,3.60%,6.44%,6.59%,2.61%,1.63,1.80%,1.46%,4.82%,4.26%,9.02%
UNF,219.05,3941791549,UniFirst Corporation,4,-9.81%,6.74%,5.84%,9.34%,3.83%,6.66,5.50%,5.36%,6.43%,6.36%,7.63%
CARG,39.21,4098541464,"CarGurus, Inc.",11,-2.07%,-9.09%,9.81%,5.20%,9.48%,10.23,-5.90%,,-9.24%,11.86%,-6.99%
MWA,25.94,4203144000,"Mueller Water Products, Inc.",5,-0.65%,11.94%,6.64%,5.94%,5.41%,4.64,8.60%,5.68%,11.35%,8.66%,15.02%
GHC,937.01,4122845616,Graham Holdings Company,,,9.27%,10.52%,14.85%,1.79%,3.13,3.10%,4.04%,2.43%,1.41%,3.90%
NNI,111.76,4076971967,"Nelnet, Inc.",1,-12.31%,2.33%,4.76%,-5.83%,5.55%,,0.70%,1.30%,0.73%,1.35%,8.95%
KGS,44.52,3967196424,"Kodiak Gas Services, Inc.",11,-8.09%,33.77%,,,16.12%,1.23,0.60%,,3.77%,,22.42%
AX,70.69,4115659880,"Axos Financial, Inc.",6,19.12%,13.83%,18.45%,21.49%,5.24%,,1.90%,1.62%,14.71%,12.43%,51.82%
PYCR,22.19,4033520680,"Paycor HCM, Inc.",16,-5.48%,15.72%,,22.18%,11.31%,1.62,-0.80%,-3.78%,-1.43%,-8.51%,-2.71%
SPR,34.28,4029259760,"Spirit AeroSystems Holdings, Inc.",13,4.80%,16.62%,-3.49%,19.89%,24.12%,0.61,-20.80%,-5.64%,-31.05%,-5.21%,-15.34%
LBTYK,11.345,4012267107,Liberty Global Ltd.,,,3.53%,-7.78%,-13.12%,-16.84%,0.57,-10.00%,8.04%,-0.17%,2.21%,-0.81%
LBTYB,11.0243,3880062115,Liberty Global Ltd.,,,3.53%,-7.78%,-13.12%,-16.84%,0.57,-10.00%,8.04%,-0.17%,2.21%,-0.81%
PRIM,74.822,4154708285,Primoris Services Corporation,6,21.56%,11.07%,13.97%,20.49%,5.26%,3.08,4.10%,4.46%,8.36%,8.07%,4.96%
JWN,24.305,4012292570,"Nordstrom, Inc.",14,-10.08%,3.57%,-0.47%,2.71%,2.09%,1.76,3.00%,0.82%,6.40%,1.66%,3.10%
UCB,33.578,4123751590,"United Community Banks, Inc.",2,-3.13%,-3.95%,8.38%,3.20%,7.13%,,0.70%,1.10%,5.26%,8.39%,29.73%
OGS,70.7,4010062134,"ONE Gas, Inc.",7,1.37%,-20.33%,4.34%,6.61%,6.51%,0.94,2.80%,3.04%,4.83%,5.04%,22.15%
BOOT,130.48,3988715340,"Boot Barn Holdings, Inc.",12,39.17%,8.31%,16.78%,10.61%,14.83%,4.78,9.40%,10.10%,10.54%,12.68%,12.35%
ATAT,28.96,4147120353,Atour Lifestyle Holdings Limited,2,-18.20%,76.11%,,62.07%,25.38%,6.20,16.70%,,25.08%,,20.78%
BANF,119.67,4061271851,BancFirst Corporation,3,-5.29%,0.23%,8.74%,8.03%,4.48%,,1.60%,1.52%,12.47%,12.77%,43.35%
FRO,17.835,3873640200,Frontline plc,4,46.60%,40.53%,22.18%,18.29%,8.17%,1.49,10.70%,7.42%,12.02%,8.56%,37.60%
MP,24.325,4029580830,MP Materials Corp.,11,-11.23%,-39.74%,,-12.53%,66.48%,2.61,-2.50%,,-7.92%,-231.27%,-86.43%
NPO,188.715,3915903642,Enpro Inc.,2,15.38%,-3.95%,-0.06%,9.60%,3.43%,3.56,2.10%,5.32%,3.76%,2.62%,11.73%
RARE,42.92,4024364594,Ultragenyx Pharmaceutical Inc.,15,114.66%,27.44%,44.02%,13.29%,19.85%,-1.90,-37.50%,-35.30%,-143.23%,-95.35%,-102.45%
ENS,100.44,3964929960,EnerSys,3,16.70%,-2.94%,2.75%,2.87%,4.08%,3.58,8.70%,4.98%,12.10%,8.35%,11.66%
BLKB,79.69,3994272464,"Blackbaud, Inc.",3,8.94%,5.81%,5.38%,7.57%,4.32%,1.78,1.90%,-0.02%,4.68%,0.85%,11.23%
HL,6.28,3901716875,Hecla Mining Company,3,26.42%,11.48%,7.53%,1.20%,7.10%,2.66,-0.70%,-1.38%,,4.38%,3.06%
ATGE,105.42,3962366184,Adtalem Global Education Inc.,3,-2.99%,12.83%,10.09%,15.12%,6.58%,4.23,7.60%,3.22%,10.70%,5.49%,18.03%
LBTYA,10.975,4017293401,Liberty Global Ltd.,7,85.44%,3.53%,-7.78%,-13.12%,-16.84%,0.57,-10.00%,8.04%,-0.17%,2.21%,-0.81%
NCNO,33.77,3827686464,"nCino, Inc.",13,23.49%,13.19%,,26.97%,14.36%,5.54,-1.30%,-8.48%,-1.18%,-8.96%,-2.98%
BEPC,26.95,3867216885,Brookfield Renewable Corporation,2,20.50%,18.32%,,12.65%,9.04%,,-2.80%,-0.24%,,5.66%,32.69%
CCOI,82.21,4014599927,"Cogent Communications Holdings, Inc.",11,-0.43%,28.64%,14.44%,21.65%,3.48%,1.25,1.20%,11.92%,-9.19%,4.33%,-22.37%
GEO,28.62,3806090940,"The GEO Group, Inc.",4,61.06%,-0.05%,-0.26%,2.11%,13.97%,1.90,1.10%,3.04%,9.55%,6.50%,13.63%
CAMT,85.61,3949127710,Camtek Ltd.,8,29.62%,29.71%,24.49%,17.96%,14.86%,9.28,13.10%,12.40%,12.04%,11.54%,23.46%
FLO,18.415,3898168980,"Flowers Foods, Inc.",3,15.83%,1.52%,4.62%,5.43%,1.35%,3.44,7.00%,5.28%,9.18%,7.71%,6.58%
OGN,14.945,3832180320,Organon & Co.,3,42.72%,4.21%,-8.10%,0.50%,0.97%,1.32,10.70%,,24.00%,29.23%,20.80%
SMPL,38.05,3850329520,The Simply Good Foods Company,9,5.39%,9.07%,19.70%,8.91%,6.12%,4.83,6.20%,4.64%,7.49%,6.54%,15.35%
DV,22.71,3769842025,"DoubleVerify Holdings, Inc.",20,12.56%,19.57%,43.67%,27.80%,12.59%,13.86,5.20%,,4.70%,5.19%,12.74%
PAY,30.82,3932668757,"Paymentus Holdings, Inc.",6,-2.50%,33.82%,,28.17%,22.35%,30.49,7.70%,,6.89%,7.98%,5.11%
SKT,33.285,3642906630,Tanger Inc.,9,5.48%,13.10%,1.12%,6.41%,4.03%,,4.20%,2.20%,6.93%,4.70%,28.08%
AB,34.72,3970125050,AllianceBernstein Holding L.P.,5,24.17%,53.23%,12.10%,4.19%,7.19%,,19.10%,17.38%,18.93%,16.51%,100.00%
AVNT,41.995,3806240904,Avient Corporation,5,32.30%,-0.04%,2.20%,0.29%,3.57%,,2.50%,8.16%,5.32%,5.05%,8.93%
ACHC,41.28,3899324894,"Acadia Healthcare Company, Inc.",9,66.91%,9.13%,0.33%,11.34%,9.06%,1.75,5.00%,0.20%,7.16%,5.19%,15.40%
SBRA,16.205,3803136025,"Sabra Health Care REIT, Inc.",6,19.22%,5.42%,1.18%,5.31%,7.39%,,1.80%,0.10%,4.13%,3.47%,31.84%
SHC,13.535,3781240650,Sotera Health Company,5,22.22%,13.11%,8.47%,7.30%,5.31%,1.38,2.30%,-0.90%,5.85%,7.88%,28.07%
DORM,125.5,3849477450,"Dorman Products, Inc.",2,-3.21%,1.70%,14.24%,16.42%,3.48%,4.33,8.10%,7.72%,11.59%,9.83%,14.39%
ICUI,156.37,3863867392,"ICU Medical, Inc.",4,27.67%,4.04%,12.63%,21.76%,0.34%,1.99,-2.60%,2.88%,-0.41%,2.95%,-0.64%
ORA,63.28,3788852725,"Ormat Technologies, Inc.",7,31.96%,12.18%,3.65%,10.97%,8.88%,1.24,2.20%,2.12%,3.53%,3.68%,19.66%
RYN,25.41,3801015510,Rayonier Inc.,3,11.58%,20.26%,7.52%,-1.58%,4.96%,1.99,4.50%,3.00%,6.21%,4.85%,20.06%
SITM,163.4,3901454000,SiTime Corporation,5,41.71%,8.96%,17.56%,-1.17%,23.57%,13.09,-10.40%,-2.56%,-17.19%,-4.03%,-67.63%
BTSG,21.91,3832522724,"BrightSpring Health Services, Inc.",13,-10.82%,25.72%,,61.02%,7.53%,2.52,-0.70%,,,3.43%,1.85%
ALVO,12.635,3822791760,Alvotech,1,42.46%,517.92%,,412.93%,44.73%,-0.88,-40.90%,,-2.51%,,-5.33%
SNEX,118.685,3800420870,StoneX Group Inc.,,,60.57%,23.56%,31.48%,0.05%,,1.00%,1.04%,1.54%,1.70%,0.33%
MMS,67.26,3835243264,"Maximus, Inc.",1,33.65%,8.01%,12.10%,6.46%,2.82%,3.17,7.00%,7.26%,10.77%,10.30%,8.69%
TCBI,82.32,3874851045,"Texas Capital Bancshares, Inc.",14,-3.56%,-34.82%,-3.13%,-4.04%,9.16%,,,0.68%,0.53%,4.06%,4.51%
OMAB,79.83,3799149924,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",1,,21.13%,,,6.66%,5.38,20.70%,15.48%,27.91%,19.94%,46.04%
GVA,87.02,3829660886,Granite Construction Incorporated,2,-23.29%,17.89%,2.99%,5.16%,6.86%,3.08,3.90%,-0.50%,6.56%,-1.03%,4.22%
SMG,66.14,3884005066,The Scotts Miracle-Gro Company,7,14.66%,3.61%,2.00%,-9.12%,2.34%,2.23,-0.70%,0.70%,,5.33%,5.76%
ALE,65.71,3794660970,"ALLETE, Inc.",2,-4.16%,-17.62%,2.52%,5.35%,2.90%,1.29,2.70%,3.10%,3.29%,4.11%,10.53%
CNK,31.45,3816564350,"Cinemark Holdings, Inc.",12,-1.75%,-5.07%,-2.68%,45.04%,11.03%,1.27,5.00%,-3.46%,9.99%,-2.27%,9.89%
TNL,55.21,3782802030,Travel + Leisure Co.,11,7.81%,3.15%,-0.95%,9.60%,4.60%,,6.20%,3.90%,12.49%,8.25%,18.77%
PLXS,139.405,3808071366,Plexus Corp.,4,17.39%,-3.53%,3.99%,5.62%,9.41%,3.94,3.80%,4.68%,9.39%,10.06%,4.28%
SIM,24.51,4066282530,"Grupo Simec, S.A.B. de C.V.",,,-24.04%,68.51%,12.01%,,5.41,6.40%,8.04%,11.03%,10.29%,15.49%
CPA,90.805,3722550588,"Copa Holdings, S.A.",7,72.68%,16.59%,58.85%,23.60%,6.21%,2.44,10.40%,2.02%,17.55%,5.22%,23.35%
CRGY,14.565,3842207091,Crescent Energy Company,11,23.00%,12.60%,,,,0.85,0.80%,,2.50%,,7.91%
AKRO,49.3,3775413150,"Akero Therapeutics, Inc.",9,53.70%,,,,,,-29.90%,-36.94%,-34.79%,-38.09%,
HHH,75.45,3799419750,Howard Hughes Holdings Inc.,2,8.68%,1.90%,-4.91%,11.27%,-22.97%,,0.80%,-0.54%,2.97%,1.20%,19.61%
TFSL,13.415,3773938560,TFS Financial Corporation,3,6.78%,0.99%,0.27%,2.63%,5.53%,,0.50%,0.54%,1.20%,1.30%,33.68%
IAC,43.225,3538716190,IAC Inc.,13,57.70%,-14.88%,,5.45%,-2.56%,1.21,-0.10%,0.38%,,-3.62%,-2.37%
IFS,32.915,3800548160,Intercorp Financial Services Inc.,1,-8.79%,10.32%,0.48%,-1.44%,9.67%,,1.40%,1.40%,5.40%,5.14%,35.09%
FULT,20.41,3800682000,Fulton Financial Corporation,5,-0.91%,8.82%,5.93%,6.55%,5.26%,,0.90%,0.98%,5.41%,5.67%,30.22%
FIZZ,39.665,3732414102,National Beverage Corp.,1,13.24%,0.73%,4.01%,2.54%,2.35%,16.17,28.90%,26.46%,42.86%,36.68%,19.23%
DLO,13.015,3701205154,DLocal Limited,10,-2.80%,25.61%,,53.29%,25.99%,5.35,10.40%,,23.77%,42.23%,19.09%
EBC,18.385,3964825610,"Eastern Bankshares, Inc.",2,10.20%,103.57%,,0.00%,7.02%,,1.70%,0.84%,2.93%,2.49%,19.27%
RNA,31.07,3859049605,"Avidity Biosciences, Inc.",10,111.99%,-0.19%,,1.71%,-17.95%,16.74,-24.60%,-33.70%,-21.49%,-18.46%,-3209.35%
GFF,77.93,3766760425,Griffon Corporation,3,28.25%,-2.47%,6.44%,4.03%,3.10%,,10.00%,2.24%,16.17%,4.73%,16.33%
PTCT,47.995,3750979239,"PTC Therapeutics, Inc.",13,18.12%,12.84%,24.85%,22.31%,12.94%,-1.48,-24.40%,-28.04%,,-25.64%,-14.58%
RIOT,11.135,3831346780,"Riot Platforms, Inc.",12,59.23%,19.43%,111.91%,34.84%,89.27%,13.25,2.00%,-25.40%,0.74%,-19.31%,6.60%
CRSP,42.9658,3710316645,CRISPR Therapeutics AG,20,79.93%,19.31%,-0.94%,-39.20%,700.45%,6.87,-10.30%,-7.16%,-15.34%,-8.79%,-890.80%
OR,20.59,3689319240,Osisko Gold Royalties Ltd,1,6.23%,1.62%,-11.50%,1.18%,27.93%,14.97,-2.90%,-3.78%,,-12.04%,26.88%
ADMA,15.58,3685320100,"ADMA Biologics, Inc.",4,36.83%,63.39%,78.09%,77.44%,13.76%,15.01,18.80%,-27.20%,31.91%,-20.68%,30.01%
MRP,22.1417,3735000045,"Millrose Properties, Inc.",,,,,,,,,,,,
XRAY,18.485,3615808200,DENTSPLY SIRONA Inc.,12,34.90%,-0.91%,-0.39%,-2.47%,-1.96%,0.96,-5.90%,-1.32%,-6.17%,-1.42%,-7.62%
APLE,15.185,3670852500,"Apple Hospitality REIT, Inc.",4,12.03%,6.04%,2.10%,19.96%,2.27%,,4.10%,1.40%,5.34%,2.70%,18.68%
IAG,6.599,3644256000,IAMGOLD Corporation,7,8.43%,62.90%,6.90%,6.64%,37.02%,1.71,14.70%,-2.14%,17.23%,-3.36%,56.07%
AVPT,19.415,3654589390,"AvePoint, Inc.",5,-22.74%,21.13%,,19.70%,18.51%,8.42,-1.70%,,,-5.57%,1.01%
ACVA,21.7,3590848050,ACV Auctions Inc.,10,9.90%,29.34%,,24.08%,23.78%,3.68,-7.70%,,-14.89%,11.66%,-14.27%
ASO,52.28,3682210126,"Academy Sports and Outdoors, Inc.",18,22.47%,-0.98%,,-2.66%,5.75%,2.93,9.30%,9.72%,12.15%,14.41%,9.72%
DXC,19.95,3635463920,DXC Technology Company,8,7.28%,-5.65%,-8.17%,-7.70%,-2.51%,1.01,-0.60%,-3.58%,,-6.41%,0.51%
PAYO,10.09,3569696130,Payoneer Global Inc.,8,19.11%,18.97%,29.30%,29.91%,8.06%,0.54,1.90%,,1.79%,0.49%,15.48%
PTON,9.215,3267877260,"Peloton Interactive, Inc.",19,-18.82%,-3.99%,16.26%,-14.12%,1.11%,-1.57,-13.10%,-26.24%,-15.86%,-38.64%,-9.26%
NXE,6.475,3565124760,NexGen Energy Ltd.,,,,,,,,10.00%,-12.24%,-5.35%,-9.31%,
EPR,47.12,3568483426,EPR Properties,12,1.21%,-2.75%,3.36%,13.79%,3.38%,,3.10%,1.38%,6.16%,4.18%,48.97%
NVST,20.695,3617478940,Envista Holdings Corporation,14,-0.72%,-3.04%,-2.15%,0.40%,3.40%,0.65,-22.20%,2.32%,-27.69%,3.09%,-51.42%
HBM,9.085,3561161624,Hudbay Minerals Inc.,3,22.82%,44.67%,10.02%,13.37%,10.15%,1.33,1.50%,-2.64%,3.56%,1.94%,19.23%
APAM,44.13,3175531776,Artisan Partners Asset Management Inc.,4,0.44%,11.72%,6.34%,-3.21%,7.11%,,16.90%,19.24%,36.92%,53.40%,31.39%
AQN,4.625,3529267200,Algonquin Power & Utilities Corp.,7,28.86%,-5.28%,9.88%,5.69%,-5.21%,-0.01,-5.60%,2.44%,,3.80%,17.39%
ATHM,29.02,3409276564,Autohome Inc.,2,-3.33%,2.76%,-1.81%,-5.24%,1.10%,,6.10%,10.82%,4.63%,10.68%,16.62%
ALIT,6.585,3562465140,"Alight, Inc.",9,61.12%,-1.28%,1.89%,-13.86%,3.13%,0.67,-3.30%,,-3.10%,,-7.54%
RSI,15.51,3358355974,"Rush Street Interactive, Inc.",9,-15.31%,30.31%,,23.59%,13.37%,13.97,-0.40%,,-0.90%,,1.00%
TGLS,74.45,3524177547,Tecnoglass Inc.,5,1.24%,-0.54%,14.61%,21.69%,10.39%,8.15,15.50%,12.84%,20.57%,18.39%,24.90%
PCH,44.3,3515980320,PotlatchDeltic Corporation,7,9.91%,3.49%,4.71%,-9.47%,5.64%,1.86,0.50%,7.62%,0.64%,9.70%,1.88%
BRC,72.97,3491905335,Brady Corporation,,,3.37%,3.73%,5.26%,4.25%,6.63,13.20%,11.44%,15.23%,14.32%,17.50%
OSIS,207.41,3424033326,"OSI Systems, Inc.",5,-2.94%,20.69%,6.42%,12.08%,5.20%,3.57,6.70%,6.54%,10.37%,10.10%,12.27%
OSCR,13.9209,2987863050,"Oscar Health, Inc.",8,54.77%,51.42%,,76.27%,1.32%,1.42,0.70%,,3.29%,-9.59%,0.72%
RYTM,56.65,3538699818,"Rhythm Pharmaceuticals, Inc.",10,17.93%,81.55%,,338.24%,44.63%,4.73,-78.30%,-49.30%,-1741.65%,-73.25%,-235.95%
PRCT,64.3049,3590051652,PROCEPT BioRobotics Corporation,7,51.50%,71.71%,,93.56%,40.64%,14.79,-26.10%,,-33.08%,-0.64%,-53.27%
NOG,35,3616666996,"Northern Oil and Gas, Inc.",10,34.38%,43.67%,23.93%,122.36%,5.33%,2.19,17.70%,-3.96%,22.43%,-8.29%,47.49%
HGTY,10.17,910227564,"Hagerty, Inc.",3,8.16%,21.13%,,25.31%,14.55%,0.77,1.30%,,11.30%,-1.24%,4.67%
MIR,16.25,3646335000,"Mirion Technologies, Inc.",4,18.97%,6.15%,,3.45%,7.36%,2.17,-2.50%,,,,0.96%
HTGC,20.94,3499112160,"Hercules Capital, Inc.",7,1.60%,12.81%,14.23%,20.32%,5.06%,,8.90%,7.38%,11.19%,8.68%,83.04%
WU,10.245,3465838260,The Western Union Company,11,18.20%,-4.39%,-4.84%,-5.98%,1.90%,,8.50%,9.44%,23.97%,25.38%,16.82%
IRTC,110.2,3352641760,"iRhythm Technologies, Inc.",10,-2.04%,18.45%,23.21%,20.53%,16.18%,2.04,-19.00%,-22.16%,-18.66%,-24.56%,-26.89%
APLS,27.715,3548932290,"Apellis Pharmaceuticals, Inc.",18,68.08%,162.10%,,40.79%,12.68%,-0.58,-29.20%,-71.10%,-31.56%,-139.63%,-31.23%
BHF,58.77,3442543600,"Brighthouse Financial, Inc.",9,-3.67%,208.21%,-13.70%,-2.19%,4.87%,,-0.50%,0.18%,-18.27%,4.66%,-32.24%
KFY,66.76,3516928940,Korn Ferry,4,15.27%,-3.59%,6.63%,6.54%,5.40%,3.17,7.00%,5.88%,9.62%,9.28%,10.83%
FHB,27.23,3483614640,"First Hawaiian, Inc.",8,3.63%,-1.55%,1.78%,2.84%,4.71%,,0.90%,1.06%,7.77%,8.86%,35.86%
ZI,10.02,3509231180,ZoomInfo Technologies Inc.,20,20.26%,-0.25%,,22.50%,-1.69%,0.81,0.10%,,0.16%,-1.21%,11.21%
CBU,65.3,3522059002,"Community Financial System, Inc.",4,0.66%,10.16%,4.26%,4.12%,8.81%,,1.00%,1.22%,6.09%,6.90%,30.57%
FA,19.88,3375346600,First Advantage Corporation,8,4.42%,-2.35%,,4.81%,81.24%,3.50,0.30%,,2.37%,,6.31%
AUB,38.225,3423862126,Atlantic Union Bankshares Corporation,5,12.16%,9.38%,3.77%,-0.57%,17.91%,,0.90%,1.04%,5.16%,5.98%,34.45%
ASGN,77.635,3512574000,ASGN Incorporated,4,30.88%,-7.47%,1.82%,2.80%,7.70%,3.42,5.30%,7.60%,8.07%,9.01%,7.49%
MDU,16.805,3464057120,"MDU Resources Group, Inc.",3,28.99%,-8.20%,-2.96%,-7.52%,0.87%,1.43,5.00%,4.54%,7.86%,6.61%,10.28%
LIF,45.145,3360743666,"Life360, Inc.",7,7.84%,18.70%,,,25.01%,23.14,-4.40%,,-5.31%,,-5.26%
CLVT,4.805,3424147280,Clarivate Plc,6,47.92%,-1.64%,21.72%,13.31%,-0.69%,-0.59,-10.90%,-9.00%,-9.79%,-8.40%,-38.86%
BXMT,19.545,3274681770,"Blackstone Mortgage Trust, Inc.",9,4.46%,-24.93%,5.12%,5.93%,-4.73%,,-1.10%,1.38%,,1.87%,73.95%
DEI,16.965,2876533300,"Douglas Emmett, Inc.",9,10.55%,-1.43%,1.72%,3.80%,1.81%,,-0.20%,1.20%,,2.66%,18.95%
SRRK,36.37,3466559747,Scholar Rock Holding Corporation,7,10.95%,,,,,,-91.80%,-40.28%,-158.25%,-45.21%,
ACLX,62.925,3415356157,"Arcellx, Inc.",14,70.99%,230.33%,,,-2.75%,7.20,-5.20%,,-12.66%,15.62%,-44.55%
PTEN,8.72,3599293880,"Patterson-UTI Energy, Inc.",13,36.92%,73.11%,15.89%,73.46%,4.08%,1.26,-12.40%,-8.56%,-15.32%,-11.46%,-13.88%
BVN,13.355,3288146400,Compañía de Minas Buenaventura S.A.A.,2,23.36%,-0.12%,,-19.11%,,2.36,0.40%,0.76%,0.18%,-1.31%,2.56%
TFPM,17.38,3429396825,Triple Flag Precious Metals Corp.,4,17.88%,25.66%,,,11.05%,32.36,-3.00%,,-2.73%,,-19.31%
