Symbol,Company Name,Market Cap,IPO Date,PT Diff. (%),OpInc Growth 5Y,Rev. Growth 5Y,Rev Gr. Next Y,Rev Gr. Next 5Y,OpInc Growth 3Y,Rev. Growth 3Y,Analyst Count,FCF Growth 3Y,FCF Growth 5Y,Debt Growth (5Y),Debt Growth (3Y),Oper. Margin,EBITDA Margin,ROA,ROIC,ROA (5Y),ROIC (5Y),Current Ratio,Quick Ratio,Debt / EBITDA,Z-Score,Tax / Revenue,R&D / Rev,Debt Growth (YoY),FCF Growth,Rev. Growth,Sector,Industry
CDXS,"Codexis, Inc.",372710324,2010-04-22,140.18%,,-0.44%,2.02%,15.96%,,-13.99%,2,,,9.51%,22.08%,-78.97%,-74.55%,-43.90%,-44.16%,-17.96%,-23.47%,3.21,2.99,,-2.41,0.10%,70.44%,109.45%,,-12.86%,Healthcare,Biotechnology
NEGG,"Newegg Commerce, Inc.",227075012,2010-04-22,,,154.40%,,,,,,,,,,-4.77%,-2.92%,-13.30%,-31.40%,-3.74%,9.86%,1.21,0.45,,3.28,-0.10%,,7.11%,,,Consumer Discretionary,Internet Retail
AOSL,Alpha and Omega Semiconductor Limited,1211182394,2010-04-29,-8.37%,,7.74%,8.22%,,,-1.66%,3,,,-16.30%,-30.92%,-2.03%,5.86%,-1.70%,-1.40%,9.04%,3.77%,2.65,1.32,1.66,4.57,0.54%,13.71%,-17.93%,,-0.75%,Technology,Semiconductors
SANW,S&W Seed Company,16699476,2010-05-04,396.45%,,-11.41%,9.92%,,,-15.18%,1,,,-1.80%,-25.68%,-36.36%,-55.65%,-33.00%,-36.92%,-12.42%,-22.00%,0.85,0.31,,-2.53,0.95%,7.11%,-58.16%,,-18.78%,Consumer Staples,Farm Products
PLOW,"Douglas Dynamics, Inc.",601136820,2010-05-05,9.64%,0.52%,-0.14%,7.12%,,10.20%,0.76%,2,-9.09%,-3.51%,-3.50%,0.39%,15.80%,20.97%,9.00%,12.36%,1.66%,4.66%,2.14,1.09,2.45,2.66,3.00%,,-7.81%,-7.48%,-5.82%,Consumer Discretionary,Auto Parts
JKS,"JinkoSolar Holding Co., Ltd.",1164489551,2010-05-14,1.22%,,,6.64%,-30.40%,,45.56%,6,,,20.90%,14.51%,-0.99%,,0.40%,-0.59%,1.42%,3.02%,1.22,0.87,,,0.80%,0.89%,-7.15%,,-9.85%,Technology,Solar
CBOE,"Cboe Global Markets, Inc.",22727854030,2010-06-15,-3.30%,12.93%,8.37%,4.85%,-8.57%,14.96%,4.44%,12,1.41%,21.80%,11.62%,3.44%,27.65%,32.42%,9.20%,13.50%,7.16%,9.86%,1.39,0.49,1.24,4.51,7.87%,,-3.54%,47.49%,3.84%,Financials,Financial Data & Stock Exchanges
CHRD,Chord Energy Corporation,7774882643,2010-06-17,47.78%,,,-0.80%,,,,12,,,,-3.88%,24.75%,46.47%,9.40%,9.18%,,,0.93,0.81,0.42,2.01,6.37%,0.36%,115.32%,5.60%,20.61%,Energy,Oil & Gas Exploration & Production
HPP,"Hudson Pacific Properties, Inc.",546567840,2010-06-24,54.15%,,1.36%,1.85%,,,-0.17%,11,,,7.37%,1.40%,-5.39%,33.77%,-3.60%,-0.61%,,1.66%,,,15.82,,1.03%,,-6.24%,251.43%,-14.31%,Real Estate,REIT - Office
FN,Fabrinet,8191105215,2010-06-25,7.49%,18.03%,13.32%,14.95%,,21.97%,14.76%,7,71.68%,25.25%,-25.93%,-39.10%,9.68%,12.39%,13.50%,15.12%,11.18%,13.91%,3.66,2.73,0.04,11.50,0.45%,,-37.61%,26.20%,12.20%,Technology,Electronic Components
TSLA,"Tesla, Inc.",1087711817682,2010-06-29,-33.66%,,31.81%,15.57%,17.77%,19.00%,27.52%,39,-3.90%,32.68%,-10.42%,-1.91%,7.78%,14.18%,11.30%,14.80%,8.36%,13.07%,1.84,1.21,0.56,14.97,-4.48%,4.49%,75.19%,-2.80%,1.28%,Consumer Discretionary,Auto Manufacturers
QUAD,"Quad/Graphics, Inc.",376833776,2010-07-06,39.23%,-17.40%,-7.11%,-7.87%,,-58.67%,-2.28%,2,-15.27%,-11.48%,-14.53%,-14.17%,0.11%,4.16%,-5.50%,,-2.62%,2.38%,0.85,0.46,5.17,1.43,0.48%,,-14.58%,-54.99%,-9.93%,Industrials,Specialty Business Services
KKR,KKR & Co. Inc.,142143286870,2010-07-15,-9.09%,16.07%,50.56%,39.71%,,-36.35%,17.56%,16,,,14.36%,6.32%,5.35%,31.38%,0.90%,1.26%,1.88%,2.80%,,,6.84,,4.26%,,7.53%,,83.02%,Financials,Asset Management
AMRC,"Ameresco, Inc.",1524248529,2010-07-22,30.92%,13.02%,16.64%,10.95%,11.78%,3.33%,14.64%,10,,,40.74%,57.52%,5.78%,6.92%,1.40%,5.55%,3.20%,7.12%,1.27,1.66,14.90,1.05,-1.10%,,16.67%,,32.70%,Industrials,Engineering & Construction
GDOT,Green Dot Corporation,552390436,2010-07-22,4.67%,,8.16%,12.01%,,,5.64%,4,,,6.15%,40.84%,-2.59%,2.13%,-1.10%,-4.32%,1.40%,5.40%,0.52,0.37,1.38,0.08,-0.07%,,40.92%,,10.64%,Financials,Credit Services
AMBO,Ambow Education Holding Ltd.,5569249,2010-08-05,,,,,,,-81.71%,,,,,-43.58%,-333.11%,-78.15%,-13.80%,-25.03%,,-23.70%,1.28,1.26,,-34.80,1.08%,37.45%,-96.00%,,-38.25%,Consumer Staples,Education & Training Services
NXPI,NXP Semiconductors N.V.,58295761720,2010-08-06,19.37%,41.53%,7.56%,1.86%,7.15%,17.97%,7.07%,19,0.67%,9.47%,3.66%,2.01%,28.39%,35.16%,11.50%,15.37%,6.98%,10.23%,2.35,1.41,2.24,3.67,4.58%,18.46%,-8.86%,7.44%,-1.83%,Technology,Semiconductors
MMYT,MakeMyTrip Limited,12674388355,2010-08-12,-14.59%,,11.83%,21.13%,,,55.15%,3,75.03%,,53.64%,2.84%,10.58%,,14.00%,12.36%,-5.26%,-8.79%,2.82,2.43,,12.90,-12.22%,,-5.66%,108.80%,28.95%,Consumer Discretionary,Travel Services
ELMD,"Electromed, Inc.",262705480,2010-08-13,,16.07%,12.04%,,,40.57%,14.76%,,112.83%,57.07%,,,14.68%,17.07%,13.10%,14.59%,8.70%,9.28%,5.53,4.88,,24.41,4.35%,1.08%,,813.13%,14.73%,Healthcare,Medical Devices
WSR,Whitestone REIT,753619920,2010-08-26,3.44%,10.85%,4.86%,4.35%,,17.78%,7.38%,3,,4.52%,0.40%,0.84%,38.16%,59.89%,1.90%,5.36%,1.78%,4.18%,,,7.02,,0.29%,,0.14%,-1.20%,4.58%,Real Estate,REIT - Retail
DQ,Daqo New Energy Corp.,1324565545,2010-10-07,1.12%,,33.70%,47.79%,17.84%,,-5.06%,5,,,,,-13.73%,,-1.60%,-3.82%,15.92%,23.67%,4.61,3.81,,,-0.20%,0.57%,,,-51.40%,Technology,Semiconductor Equipment & Materials
EFC,Ellington Financial Inc.,1123751772,2010-10-08,9.40%,10.51%,24.58%,26.40%,,-3.09%,19.96%,5,,,38.89%,63.58%,35.51%,42.32%,0.70%,0.73%,0.84%,0.68%,,,102.52,,0.11%,,9.16%,,20.84%,Real Estate,REIT - Mortgage
TAL,TAL Education Group,4471164866,2010-10-20,43.00%,,-8.73%,27.78%,19.22%,,-29.81%,2,,,-20.35%,-55.00%,-0.71%,,1.40%,-0.19%,-3.90%,-3.48%,3.06,2.86,,2.54,2.71%,,101.79%,643.78%,54.46%,Consumer Staples,Education & Training Services
VRA,"Vera Bradley, Inc.",165120930,2010-10-21,2.56%,,0.60%,7.84%,,,-5.64%,1,-26.78%,-5.70%,-11.98%,-11.22%,-1.24%,5.87%,0.20%,-1.72%,-0.54%,-3.07%,2.85,0.88,2.95,3.34,-0.81%,,-11.98%,-45.33%,-10.94%,Consumer Discretionary,Footwear & Accessories
PACB,"Pacific Biosciences of California, Inc.",503909760,2010-10-27,52.88%,,15.99%,22.06%,17.07%,,12.49%,15,,,71.40%,-1.14%,-234.85%,-188.64%,-24.70%,-29.60%,-17.28%,-33.12%,9.74,8.35,,-2.09,-0.41%,87.79%,-1.58%,,2.14%,Healthcare,Medical Devices
HRZN,Horizon Technology Finance Corporation,355502816,2010-10-29,3.11%,27.07%,21.83%,5.81%,,34.22%,25.31%,5,,,23.69%,18.95%,82.29%,28.51%,-0.50%,,2.90%,8.57%,,,14.56,,1.97%,,-0.35%,,-3.58%,Financials,Asset Management
CMRE,Costamare Inc.,1596920670,2010-11-04,2.04%,22.39%,34.59%,-16.92%,,13.63%,47.80%,2,,23.42%,9.31%,-0.82%,21.50%,33.88%,6.70%,8.79%,5.86%,8.27%,1.65,1.30,3.60,1.51,,,-10.24%,14.04%,58.37%,Industrials,Marine Shipping
NOAH,Noah Holdings Limited,914603653,2010-11-10,-0.91%,-5.49%,-4.31%,7.95%,,-20.48%,-11.66%,2,,,-26.85%,-20.73%,25.59%,,4.70%,5.35%,6.14%,11.48%,4.43,4.26,,,7.37%,,0.30%,,-18.61%,Financials,Asset Management
BAH,Booz Allen Hamilton Holding Corporation,18983234610,2010-11-17,17.34%,15.21%,10.03%,7.32%,,22.55%,12.73%,8,19.74%,19.24%,8.16%,4.74%,11.51%,13.62%,12.50%,19.64%,8.64%,14.27%,1.56,1.48,2.32,5.07,2.85%,,-1.28%,403.58%,13.94%,Industrials,Consulting Services
LPLA,LPL Financial Holdings Inc.,24441450236,2010-11-18,-11.76%,12.85%,15.95%,17.11%,7.54%,29.25%,16.91%,14,-34.54%,-33.59%,11.21%,14.43%,13.82%,17.35%,9.00%,16.49%,8.98%,17.10%,,,2.22,,2.95%,,42.16%,,18.21%,Financials,Capital Markets
TRGP,Targa Resources Corp.,43915707570,2010-12-07,-15.87%,80.86%,13.02%,20.11%,4.36%,29.13%,4.82%,16,-46.99%,,13.59%,28.07%,16.22%,23.38%,5.90%,12.03%,-0.60%,4.29%,0.77,0.54,3.76,2.64,2.32%,,10.33%,-47.08%,-0.98%,Energy,Oil & Gas Midstream
LEDS,SemiLEDs Corporation,9211264,2010-12-09,,,-2.56%,,,,3.06%,,,,-5.39%,-19.74%,-56.90%,-22.71%,-17.00%,-42.03%,-14.68%,-31.07%,0.85,0.31,,-23.27,,22.38%,-37.79%,,-13.31%,Technology,Semiconductors
CPAY,"Corpay, Inc.",26572438980,2010-12-15,-1.17%,4.97%,8.38%,11.88%,9.14%,12.93%,13.54%,12,45.12%,16.86%,11.66%,10.90%,44.28%,52.98%,6.20%,12.05%,6.70%,11.24%,1.05,0.97,3.78,2.38,8.19%,,11.17%,50.76%,4.68%,Technology,Software - Infrastructure
WD,"Walker & Dunlop, Inc.",3727157308,2010-12-15,-1.07%,-4.58%,5.51%,11.61%,,-17.89%,-3.93%,3,,,2.82%,-17.08%,18.59%,39.68%,2.30%,4.30%,4.96%,6.84%,,,4.23,,2.81%,,14.30%,,0.23%,Financials,Mortgage Finance
ASMB,"Assembly Biosciences, Inc.",108247619,2010-12-17,105.40%,,,35.28%,72.34%,,,2,,,-35.63%,-41.59%,,,-34.60%,-272.42%,-50.62%,-82.41%,2.36,,,,,,56.91%,,,Healthcare,Biotechnology
GWRS,"Global Water Resources, Inc.",325053872,2010-12-30,,4.61%,8.14%,4.58%,,13.77%,7.80%,,,,1.98%,3.27%,18.74%,51.48%,1.70%,4.09%,1.30%,3.99%,1.63,1.70,4.74,0.84,4.43%,,15.99%,,0.10%,Utilities,Utilities - Regulated Water
AAT,"American Assets Trust, Inc.",2205347584,2011-01-13,-12.89%,3.98%,5.45%,5.98%,,12.38%,8.73%,2,,,9.21%,8.56%,28.14%,54.72%,1.90%,3.90%,1.34%,3.85%,,,8.44,,,,24.90%,37.73%,5.11%,Real Estate,REIT - Diversified
BKU,"BankUnited, Inc.",3135720550,2011-01-28,-11.77%,-7.84%,-1.32%,6.83%,,-20.51%,-1.95%,10,-24.24%,-7.79%,-4.89%,8.57%,26.91%,33.79%,0.50%,2.59%,0.82%,3.84%,,,13.80,,6.91%,,-27.07%,-23.77%,3.57%,Financials,Banks - Regional
AGRO,Adecoagro S.A.,1135071500,2011-01-28,15.87%,22.06%,10.61%,0.32%,,5.72%,10.88%,4,-10.39%,-7.73%,1.98%,1.94%,6.91%,39.03%,5.00%,4.06%,,1.65%,2.40,1.17,2.21,1.53,-0.93%,,-17.13%,-70.06%,0.15%,Consumer Staples,Farm Products
PCRX,"Pacira BioSciences, Inc.",774786296,2011-02-03,57.30%,,12.04%,-5.36%,9.20%,,10.63%,10,25.43%,27.28%,13.24%,5.13%,-9.34%,5.24%,-5.70%,-4.66%,3.78%,8.55%,2.25,1.81,17.71,1.07,5.15%,11.10%,9.17%,48.58%,4.40%,Healthcare,Drug Manufacturers - Specialty & Generic
INN,"Summit Hotel Properties, Inc.",717185070,2011-02-09,,-3.80%,6.08%,1.46%,,,34.40%,1,,5.46%,9.56%,8.21%,13.02%,35.79%,0.30%,3.66%,-1.76%,0.35%,,,5.17,,0.55%,,-7.46%,345.54%,0.72%,Real Estate,REIT - Hotel & Motel
GEVO,"Gevo, Inc.",398612655,2011-02-09,423.03%,,-8.44%,56.15%,66.43%,,142.73%,2,,,39.02%,-7.97%,-593.46%,-380.37%,-12.70%,-16.07%,-19.08%,-17.29%,8.25,10.26,,0.62,,39.92%,1.07%,,16.59%,Materials,Specialty Chemicals
LAB,Standard BioTools Inc.,684956560,2011-02-10,56.52%,,5.89%,9.91%,31.13%,,4.42%,2,,,9.56%,-5.22%,-105.07%,-67.34%,-27.40%,-28.30%,-26.60%,-94.70%,3.76,3.36,,-0.01,0.09%,35.45%,-10.27%,,48.23%,Healthcare,Medical Devices
TLPH,"Talphera, Inc.",12303597,2011-02-14,536.58%,,-35.03%,,141.16%,,-57.08%,2,,,-25.71%,-31.60%,-5885.77%,-5571.53%,-65.90%,-102.29%,-32.20%,119.22%,4.42,,,-31.59,-1.78%,2549.47%,,,-24.05%,Healthcare,Drug Manufacturers - Specialty & Generic
KMI,"Kinder Morgan, Inc.",62839087400,2011-02-16,-9.66%,1.46%,2.13%,6.53%,,13.43%,-0.33%,14,-10.71%,9.70%,-2.59%,-0.81%,28.38%,48.94%,3.60%,5.41%,2.54%,3.92%,0.46,0.29,4.32,1.16,4.59%,,3.32%,15.27%,-4.56%,Energy,Oil & Gas Midstream
WFCF,"Where Food Comes From, Inc.",61482176,2011-02-23,,21.26%,5.56%,,,3.78%,6.00%,,-3.20%,12.36%,-7.52%,-8.07%,9.20%,12.98%,11.80%,13.91%,10.32%,10.34%,1.42,0.96,0.78,8.04,3.10%,,-8.93%,31.61%,5.38%,Technology,Software - Application
APO,"Apollo Global Management, Inc.",99292220760,2011-03-30,-14.26%,56.10%,75.73%,14.76%,,34.92%,73.99%,22,,44.15%,23.71%,-11.40%,23.89%,20.17%,1.70%,30.79%,3.66%,6.84%,,,1.53,,-1.94%,,39.36%,-7.02%,20.57%,Financials,Asset Management
UAN,"CVR Partners, LP",863219232,2011-04-08,,12.97%,4.85%,,,9.94%,6.72%,,-2.27%,8.76%,-2.81%,-4.32%,15.51%,31.65%,5.40%,9.76%,7.60%,14.01%,2.15,1.39,3.28,,0.04%,,0.10%,-61.18%,-29.88%,Materials,Agricultural Inputs
ARCO,Arcos Dorados Holdings Inc.,1727436953,2011-04-14,66.87%,17.04%,8.76%,8.03%,6.93%,53.75%,21.87%,2,,,3.43%,3.48%,6.74%,10.04%,4.90%,8.63%,2.10%,4.87%,0.63,0.37,3.79,2.42,1.88%,,6.17%,,7.82%,Consumer Discretionary,Restaurants
STAG,"STAG Industrial, Inc.",6794685480,2011-04-15,12.61%,23.32%,14.13%,7.47%,,17.71%,11.33%,7,,,14.63%,13.92%,33.81%,76.83%,2.80%,4.06%,3.06%,3.15%,,,5.12,,,,14.48%,-86.88%,8.13%,Real Estate,REIT - Industrial
SQNS,Sequans Communications S.A.,73351291,2011-04-15,154.26%,,2.53%,8.54%,,,-16.70%,1,,,13.02%,13.07%,202.73%,460.33%,29.80%,35.11%,-38.92%,-61.99%,1.36,1.26,0.70,1.60,18.58%,89.48%,54.40%,,-31.73%,Technology,Semiconductors
AL,Air Lease Corporation,5647927670,2011-04-19,12.38%,5.57%,7.37%,12.73%,,13.43%,11.39%,5,,,7.95%,4.60%,53.27%,94.28%,1.60%,4.25%,1.58%,3.70%,,,7.81,,4.53%,,8.13%,,6.51%,Industrials,Rental & Leasing Services
VNET,"VNET Group, Inc.",996192015,2011-04-21,39.17%,,16.78%,11.06%,7.62%,,10.95%,4,,,26.92%,10.60%,-22.69%,-0.04%,-7.60%,-8.01%,-5.24%,-1.13%,0.83,0.51,,-0.29,2.51%,3.37%,-1.08%,,6.98%,Technology,Information Technology Services
THR,"Thermon Group Holdings, Inc.",1073712563,2011-05-05,20.41%,6.34%,2.89%,7.00%,,48.99%,17.37%,1,48.03%,11.80%,-3.57%,5.29%,13.61%,18.26%,5.70%,7.60%,3.46%,5.24%,2.80,1.33,1.99,4.17,2.85%,,43.26%,90.60%,3.94%,Industrials,Specialty Industrial Machinery
VOC,VOC Energy Trust,82960000,2011-05-05,,4.18%,3.08%,,,69.28%,34.42%,,,,,,98.78%,92.37%,112.42%,37.53%,70.15%,,,,,,63.53%,,,,-32.21%,Energy,Oil & Gas Exploration & Production
KOS,Kosmos Energy Ltd.,1838031025,2011-05-11,45.75%,16.85%,5.61%,17.18%,0.09%,34.02%,16.56%,4,,,5.03%,3.93%,27.84%,53.57%,4.10%,6.56%,-0.84%,0.86%,0.75,0.97,2.81,0.59,11.59%,2.74%,12.67%,,1.61%,Energy,Oil & Gas Exploration & Production
RLJ,RLJ Lodging Trust,1576772780,2011-05-11,4.51%,-9.46%,-3.44%,2.54%,,,28.63%,7,,-26.53%,0.15%,-2.23%,10.85%,26.81%,0.90%,3.12%,-2.14%,0.20%,,,6.42,,0.10%,,-0.05%,33.14%,3.91%,Real Estate,REIT - Hotel & Motel
NGL,NGL Energy Partners LP,633662400,2011-05-12,,-11.53%,-5.07%,2.27%,,,-1.14%,,-4.61%,,1.67%,-3.13%,2.76%,6.21%,-6.20%,,-6.40%,1.19%,1.21,0.88,8.34,,-0.04%,,12.22%,-88.63%,-18.39%,Energy,Oil & Gas Midstream
FENG,Phoenix New Media Limited,14407734,2011-05-12,,,-12.62%,,,,-13.82%,,,,-10.53%,17.01%,-6.84%,,-2.50%,-3.96%,0.52%,-12.15%,2.75,2.69,,0.67,2.62%,9.98%,-28.95%,,-0.95%,Communication Services,Internet Content & Information
NMFC,New Mountain Finance Corporation,1287740940,2011-05-20,-3.69%,8.03%,6.96%,-3.93%,,14.18%,11.30%,2,,,1.94%,3.29%,76.39%,66.70%,3.40%,8.25%,3.66%,6.72%,,,8.00,,0.92%,,5.50%,,4.95%,Financials,Asset Management
FDUS,Fidus Investment Corporation,722043963,2011-06-21,3.34%,12.75%,12.69%,0.02%,,26.40%,17.24%,1,,,7.10%,10.19%,68.04%,77.83%,7.80%,8.57%,7.20%,6.80%,,,4.18,,1.14%,,5.96%,,19.57%,Financials,Asset Management
MITT,"AG Mortgage Investment Trust, Inc.",202437228,2011-06-30,16.62%,24.56%,15.02%,14.66%,,-0.36%,2.08%,5,24.19%,-23.71%,10.60%,50.59%,69.18%,69.24%,0.90%,1.11%,-6.16%,-5.49%,,,83.10,,,,45.14%,110.62%,62.09%,Real Estate,REIT - Mortgage
MPC,Marathon Petroleum Corporation,49815295000,2011-07-01,18.36%,7.81%,5.12%,-6.12%,-4.36%,40.35%,11.57%,14,92.38%,-0.50%,-1.30%,0.73%,5.60%,6.79%,5.40%,13.20%,5.80%,8.36%,1.23,0.73,3.01,3.34,0.82%,,2.84%,-65.23%,-6.39%,Energy,Oil & Gas Refining & Marketing
AMCX,AMC Networks Inc.,417823787,2011-07-01,-0.96%,-22.37%,-3.88%,-2.09%,-2.94%,-26.31%,-6.45%,3,49.71%,-3.84%,-6.11%,-6.94%,8.12%,51.40%,0.70%,2.01%,4.00%,7.90%,2.32,2.02,1.90,1.70,2.65%,,-16.49%,51.42%,-16.57%,Communication Services,Entertainment
IROQ,"IF Bancorp, Inc.",73062188,2011-07-08,,-12.79%,0.56%,,,-31.89%,-5.41%,,-15.46%,-13.76%,28.73%,53.01%,11.43%,14.32%,0.20%,0.95%,0.56%,3.91%,,,39.56,,2.71%,,18.43%,90.56%,-7.37%,Financials,Banks - Regional
Z,"Zillow Group, Inc.",19839081995,2011-07-20,-19.05%,,6.15%,13.99%,12.23%,,5.32%,23,-12.74%,,10.89%,-9.40%,-13.47%,5.89%,-2.40%,-4.14%,-3.48%,-0.99%,3.32,3.15,15.69,5.79,0.30%,28.43%,-0.75%,-81.87%,6.03%,Communication Services,Internet Content & Information
ZG,"Zillow Group, Inc.",19773223681,2011-07-20,-14.44%,,-0.08%,14.12%,12.23%,,0.08%,23,,,-13.82%,-36.95%,-10.81%,7.75%,-2.00%,-4.00%,-3.48%,-0.99%,3.13,2.88,6.97,8.13,0.32%,26.76%,-38.80%,11.66%,13.12%,Communication Services,Internet Content & Information
BLRX,BioLineRx Ltd.,28511652,2011-07-25,1751.85%,,,,,,,2,,,22.15%,76.11%,-157.10%,-60.44%,-34.20%,-90.63%,-53.66%,-84.36%,1.52,1.33,,-10.45,,47.23%,122.44%,,,Healthcare,Biotechnology
CHEF,"The Chefs' Warehouse, Inc.",1762548520,2011-07-28,13.17%,19.15%,18.94%,6.69%,8.66%,,36.19%,5,,36.23%,16.98%,20.79%,3.23%,4.83%,2.80%,5.69%,-0.30%,0.60%,1.85,0.90,5.18,3.48,0.64%,,3.82%,,13.33%,Consumer Staples,Food Distribution
UI,Ubiquiti Inc.,21029523433,2011-10-14,-10.72%,5.38%,10.89%,4.75%,,-8.91%,2.29%,2,6.41%,26.02%,-2.39%,2.93%,26.78%,27.79%,32.00%,57.19%,46.54%,81.54%,2.55,0.93,1.05,17.09,4.23%,8.01%,-46.06%,,5.79%,Technology,Communication Equipment
GRPN,"Groupon, Inc.",372226608,2011-11-04,81.24%,-17.32%,-26.97%,6.82%,,123.90%,-22.81%,3,,-25.70%,-7.07%,-16.27%,4.76%,15.56%,3.40%,4.04%,-9.64%,-20.08%,0.93,0.76,2.94,-2.16,4.61%,,-17.13%,,-4.85%,Communication Services,Internet Content & Information
AMPY,Amplify Energy Corp.,267255744,2011-12-09,48.81%,56.83%,2.19%,2.65%,,-12.68%,-0.14%,3,-52.05%,,-15.17%,-28.35%,13.45%,40.69%,8.30%,6.28%,-10.74%,-11.22%,1.06,,1.00,1.28,4.43%,,-15.34%,-95.58%,-7.00%,Energy,Oil & Gas Exploration & Production
CIVI,"Civitas Resources, Inc.",5039001161,2011-12-15,57.27%,66.58%,75.85%,-0.92%,,110.94%,118.56%,10,77.86%,,109.83%,195.12%,29.76%,71.87%,6.70%,10.23%,8.84%,9.18%,0.45,0.42,1.34,1.11,5.38%,0.29%,27.66%,-0.20%,59.18%,Energy,Oil & Gas Exploration & Production
CPRI,Capri Holdings Limited,2781119460,2011-12-15,19.36%,,-2.95%,1.85%,2.57%,,-1.72%,10,-22.11%,-4.95%,-5.34%,3.51%,-9.74%,-5.90%,-5.20%,-9.42%,2.50%,2.71%,0.93,0.27,,1.90,-2.04%,,-8.41%,-8.64%,-10.64%,Consumer Discretionary,Luxury Goods
VTLE,"Vital Energy, Inc.",1254658117,2011-12-15,43.47%,,17.42%,7.73%,,6.28%,18.76%,12,,,20.71%,23.28%,25.69%,75.79%,8.40%,7.15%,-3.00%,1.19%,0.67,0.39,1.81,0.71,4.81%,,25.53%,,26.94%,Energy,Oil & Gas Exploration & Production
TRIP,"Tripadvisor, Inc.",1979266005,2011-12-21,29.80%,-8.14%,2.91%,6.24%,6.93%,,32.66%,15,,-28.17%,,-1.27%,6.78%,13.95%,1.30%,2.01%,-2.64%,-3.61%,1.85,1.71,3.54,1.96,4.63%,16.10%,-0.33%,-59.87%,3.54%,Consumer Discretionary,Travel Services
GWRE,"Guidewire Software, Inc.",17012423075,2012-01-25,-7.28%,,6.39%,14.62%,13.14%,,9.67%,15,28.91%,21.38%,6.44%,-1.89%,-5.36%,0.23%,-0.30%,-2.96%,-3.66%,-5.78%,1.55,1.47,196.30,11.82,-2.11%,27.47%,-1.48%,745.20%,8.30%,Technology,Software - Application
VSTM,"Verastem, Inc.",203394705,2012-01-27,134.08%,,-7.85%,75.39%,,,70.60%,7,,,-21.62%,131.86%,-1146.36%,-890.85%,-74.00%,-218.40%,-58.62%,-82.09%,3.23,3.03,,-10.03,,830.25%,-1.44%,,,Healthcare,Biotechnology
MTDR,Matador Resources Company,7528178955,2012-02-02,24.93%,35.23%,27.90%,19.49%,,52.09%,36.65%,14,-3.03%,,18.89%,33.26%,42.73%,67.09%,10.50%,12.98%,7.60%,11.15%,0.88,0.65,1.59,1.86,8.53%,,64.31%,8.02%,25.86%,Energy,Oil & Gas Exploration & Production
EPAM,"EPAM Systems, Inc.",13887270526,2012-02-08,7.73%,12.35%,16.44%,8.71%,6.66%,2.78%,11.18%,21,15.36%,20.75%,-6.41%,-9.84%,11.44%,15.07%,10.30%,11.14%,12.56%,14.56%,4.56,4.40,0.24,12.12,2.71%,,-4.99%,6.78%,-2.68%,Technology,Information Technology Services
CPAC,Cementos Pacasmayo S.A.A.,483209520,2012-02-08,5.26%,9.12%,9.26%,,,,,1,,22.21%,6.91%,-1.47%,18.76%,26.76%,5.70%,8.82%,4.36%,7.33%,1.56,0.48,2.83,1.86,4.52%,,-4.87%,609.43%,-0.50%,Materials,Building Materials
HMST,"HomeStreet, Inc.",223745424,2012-02-10,11.53%,,-7.72%,10.09%,,,-22.90%,2,,,53.21%,156.30%,-18.89%,-9.85%,-0.30%,-1.21%,0.68%,4.99%,,,,,-4.49%,,1.11%,,-24.63%,Financials,Banks - Regional
BCOV,Brightcove Inc.,193140653,2012-02-17,-6.79%,,2.37%,1.80%,,,-1.97%,2,-41.57%,,6.68%,56.58%,-4.05%,6.25%,-4.30%,-6.85%,-5.60%,-9.69%,0.75,0.57,1.82,0.12,1.06%,17.43%,0.63%,,-0.22%,Technology,Software - Application
CUBI,"Customers Bancorp, Inc.",1807130399,2012-02-21,10.95%,24.76%,16.00%,7.82%,,-12.60%,-0.39%,9,,,-3.21%,51.19%,40.49%,45.25%,0.90%,6.77%,1.02%,7.12%,,,4.59,,8.29%,,-23.81%,,8.51%,Financials,Banks - Regional
PRLB,"Proto Labs, Inc.",1006507257,2012-02-24,-1.61%,-18.01%,1.87%,3.03%,,-8.01%,2.39%,4,31.91%,0.35%,-19.82%,-17.14%,5.91%,14.12%,3.10%,2.99%,2.22%,2.14%,3.59,3.16,0.06,9.70,2.16%,8.15%,-79.92%,-3.11%,1.97%,Industrials,Metal Fabrication
YELP,Yelp Inc.,2506338016,2012-03-02,-3.37%,32.01%,7.08%,5.39%,,66.85%,11.98%,8,13.20%,11.42%,-26.00%,-32.84%,8.81%,15.26%,11.90%,11.64%,3.74%,3.20%,3.46,3.24,0.25,7.11,2.78%,23.65%,-43.98%,9.55%,6.80%,Communication Services,Internet Content & Information
ALSN,"Allison Transmission Holdings, Inc.",10271731624,2012-03-15,-20.46%,1.01%,3.27%,4.52%,3.77%,16.19%,11.80%,8,13.81%,-0.71%,-0.95%,-1.47%,30.65%,34.80%,14.10%,19.85%,11.10%,17.85%,2.83,2.10,2.15,3.01,5.21%,6.24%,-4.11%,17.30%,7.59%,Consumer Discretionary,Auto Parts
MTSI,"MACOM Technology Solutions Holdings, Inc.",9659120234,2012-03-15,-3.63%,,7.86%,12.66%,,-3.11%,6.33%,10,2.36%,,-6.73%,-2.63%,10.10%,22.47%,4.50%,3.83%,8.36%,6.77%,8.35,6.36,2.98,10.20,2.01%,24.97%,-0.06%,-6.67%,12.52%,Technology,Semiconductors
